Run_ID,Map,Num Robots,Num Tasks,Suitability Method,RobotProfiles,TaskProfiles
2941,lak108d.map,5,5,evaluate_suitability_new,"[""assembly"", ""excavator"", ""scaffolding"", ""scaffolding"", ""bricklayer""]","[""assembly"", ""debris"", ""lay bricks"", ""item elevation"", ""excavate""]"
2942,lak108d.map,5,5,evaluate_suitability_new,"[""crane"", ""bricklayer"", ""scaffolding"", ""bricklayer"", ""crane""]","[""delivery"", ""lay bricks"", ""utilities"", ""excavate"", ""item elevation""]"
2943,lak108d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""scaffolding"", ""scaffolding"", ""delivery"", ""excavator""]","[""debris"", ""assembly"", ""debris"", ""scaffold"", ""debris""]"
2944,lak108d.map,5,5,evaluate_suitability_new,"[""excavator"", ""excavator"", ""assembly"", ""scaffolding"", ""delivery""]","[""scaffold"", ""debris"", ""scaffold"", ""lay bricks"", ""scaffold""]"
2945,lak108d.map,5,5,evaluate_suitability_new,"[""excavator"", ""delivery"", ""excavator"", ""crane"", ""scaffolding""]","[""item elevation"", ""assembly"", ""debris"", ""utilities"", ""debris""]"
2946,lak108d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""excavator"", ""delivery"", ""bricklayer"", ""delivery""]","[""item elevation"", ""item elevation"", ""lay bricks"", ""assembly"", ""delivery""]"
2947,lak108d.map,5,5,evaluate_suitability_loose,"[""excavator"", ""bricklayer"", ""bricklayer"", ""delivery"", ""crane""]","[""delivery"", ""scaffold"", ""excavate"", ""scaffold"", ""utilities""]"
2948,lak108d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""bricklayer"", ""assembly"", ""bricklayer"", ""delivery""]","[""item elevation"", ""item elevation"", ""assembly"", ""assembly"", ""excavate""]"
2949,lak108d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""crane"", ""bricklayer"", ""delivery"", ""bricklayer""]","[""assembly"", ""item elevation"", ""lay bricks"", ""lay bricks"", ""debris""]"
2950,lak108d.map,5,5,evaluate_suitability_loose,"[""excavator"", ""scaffolding"", ""scaffolding"", ""assembly"", ""delivery""]","[""excavate"", ""utilities"", ""utilities"", ""debris"", ""assembly""]"
2951,lak108d.map,5,5,evaluate_suitability_strict,"[""excavator"", ""bricklayer"", ""assembly"", ""scaffolding"", ""scaffolding""]","[""debris"", ""assembly"", ""excavate"", ""item elevation"", ""item elevation""]"
2952,lak108d.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""bricklayer"", ""bricklayer"", ""scaffolding"", ""scaffolding""]","[""scaffold"", ""excavate"", ""scaffold"", ""lay bricks"", ""excavate""]"
2953,lak108d.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""delivery"", ""assembly"", ""delivery"", ""bricklayer""]","[""debris"", ""debris"", ""excavate"", ""debris"", ""delivery""]"
2954,lak108d.map,5,5,evaluate_suitability_strict,"[""delivery"", ""assembly"", ""crane"", ""assembly"", ""assembly""]","[""scaffold"", ""assembly"", ""item elevation"", ""delivery"", ""delivery""]"
2955,lak108d.map,5,5,evaluate_suitability_strict,"[""assembly"", ""bricklayer"", ""delivery"", ""assembly"", ""crane""]","[""scaffold"", ""scaffold"", ""utilities"", ""assembly"", ""delivery""]"
2956,lak108d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""crane"", ""scaffolding"", ""delivery"", ""delivery""]","[""lay bricks"", ""assembly"", ""lay bricks"", ""utilities"", ""utilities""]"
2957,lak108d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""assembly"", ""assembly"", ""crane"", ""crane""]","[""lay bricks"", ""scaffold"", ""assembly"", ""excavate"", ""assembly""]"
2958,lak108d.map,5,5,evaluate_suitability_new,"[""assembly"", ""bricklayer"", ""excavator"", ""delivery"", ""scaffolding""]","[""excavate"", ""excavate"", ""scaffold"", ""utilities"", ""lay bricks""]"
2959,lak108d.map,5,5,evaluate_suitability_new,"[""excavator"", ""excavator"", ""crane"", ""scaffolding"", ""bricklayer""]","[""excavate"", ""debris"", ""assembly"", ""excavate"", ""item elevation""]"
2960,lak108d.map,5,5,evaluate_suitability_new,"[""crane"", ""assembly"", ""assembly"", ""excavator"", ""assembly""]","[""delivery"", ""item elevation"", ""excavate"", ""scaffold"", ""utilities""]"
2961,lak108d.map,5,5,evaluate_suitability_loose,"[""assembly"", ""bricklayer"", ""delivery"", ""assembly"", ""scaffolding""]","[""assembly"", ""excavate"", ""delivery"", ""assembly"", ""item elevation""]"
2962,lak108d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""bricklayer"", ""delivery"", ""excavator"", ""bricklayer""]","[""scaffold"", ""lay bricks"", ""utilities"", ""excavate"", ""assembly""]"
2963,lak108d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""scaffolding"", ""scaffolding"", ""bricklayer"", ""scaffolding""]","[""delivery"", ""utilities"", ""delivery"", ""scaffold"", ""assembly""]"
2964,lak108d.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""scaffolding"", ""bricklayer"", ""delivery"", ""scaffolding""]","[""lay bricks"", ""utilities"", ""assembly"", ""debris"", ""lay bricks""]"
2965,lak108d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""crane"", ""excavator"", ""crane"", ""excavator""]","[""item elevation"", ""excavate"", ""assembly"", ""scaffold"", ""debris""]"
2966,lak108d.map,5,5,evaluate_suitability_strict,"[""scaffolding"", ""bricklayer"", ""scaffolding"", ""assembly"", ""crane""]","[""item elevation"", ""lay bricks"", ""delivery"", ""item elevation"", ""scaffold""]"
2967,lak108d.map,5,5,evaluate_suitability_strict,"[""crane"", ""excavator"", ""assembly"", ""assembly"", ""scaffolding""]","[""debris"", ""utilities"", ""assembly"", ""lay bricks"", ""excavate""]"
2968,lak108d.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""assembly"", ""excavator"", ""bricklayer"", ""assembly""]","[""delivery"", ""assembly"", ""item elevation"", ""debris"", ""utilities""]"
2969,lak108d.map,5,5,evaluate_suitability_strict,"[""assembly"", ""excavator"", ""crane"", ""assembly"", ""assembly""]","[""scaffold"", ""debris"", ""utilities"", ""item elevation"", ""excavate""]"
2970,lak108d.map,5,5,evaluate_suitability_strict,"[""crane"", ""assembly"", ""bricklayer"", ""scaffolding"", ""bricklayer""]","[""excavate"", ""lay bricks"", ""delivery"", ""excavate"", ""delivery""]"
2971,lak108d.map,5,10,evaluate_suitability_new,"[""crane"", ""delivery"", ""assembly"", ""delivery"", ""assembly""]","[""item elevation"", ""scaffold"", ""scaffold"", ""item elevation"", ""debris"", ""item elevation"", ""utilities"", ""debris"", ""delivery"", ""assembly""]"
2972,lak108d.map,5,10,evaluate_suitability_new,"[""scaffolding"", ""assembly"", ""crane"", ""delivery"", ""bricklayer""]","[""lay bricks"", ""item elevation"", ""scaffold"", ""utilities"", ""delivery"", ""scaffold"", ""excavate"", ""item elevation"", ""item elevation"", ""scaffold""]"
2973,lak108d.map,5,10,evaluate_suitability_new,"[""bricklayer"", ""excavator"", ""scaffolding"", ""bricklayer"", ""crane""]","[""excavate"", ""delivery"", ""assembly"", ""excavate"", ""lay bricks"", ""item elevation"", ""utilities"", ""excavate"", ""scaffold"", ""delivery""]"
2974,lak108d.map,5,10,evaluate_suitability_new,"[""assembly"", ""assembly"", ""assembly"", ""assembly"", ""delivery""]","[""scaffold"", ""delivery"", ""debris"", ""debris"", ""excavate"", ""debris"", ""debris"", ""lay bricks"", ""scaffold"", ""scaffold""]"
2975,lak108d.map,5,10,evaluate_suitability_new,"[""excavator"", ""crane"", ""crane"", ""delivery"", ""bricklayer""]","[""lay bricks"", ""utilities"", ""debris"", ""excavate"", ""scaffold"", ""excavate"", ""debris"", ""lay bricks"", ""debris"", ""item elevation""]"
2976,lak108d.map,5,10,evaluate_suitability_loose,"[""crane"", ""assembly"", ""delivery"", ""delivery"", ""crane""]","[""excavate"", ""utilities"", ""utilities"", ""lay bricks"", ""lay bricks"", ""assembly"", ""utilities"", ""excavate"", ""scaffold"", ""scaffold""]"
2977,lak108d.map,5,10,evaluate_suitability_loose,"[""delivery"", ""delivery"", ""crane"", ""crane"", ""crane""]","[""excavate"", ""item elevation"", ""delivery"", ""delivery"", ""assembly"", ""scaffold"", ""utilities"", ""assembly"", ""assembly"", ""excavate""]"
2978,lak108d.map,5,10,evaluate_suitability_loose,"[""excavator"", ""delivery"", ""delivery"", ""crane"", ""delivery""]","[""debris"", ""delivery"", ""item elevation"", ""item elevation"", ""delivery"", ""debris"", ""excavate"", ""excavate"", ""lay bricks"", ""utilities""]"
2979,lak108d.map,5,10,evaluate_suitability_loose,"[""assembly"", ""assembly"", ""crane"", ""assembly"", ""crane""]","[""utilities"", ""lay bricks"", ""lay bricks"", ""delivery"", ""debris"", ""scaffold"", ""delivery"", ""debris"", ""excavate"", ""delivery""]"
2980,lak108d.map,5,10,evaluate_suitability_loose,"[""bricklayer"", ""assembly"", ""bricklayer"", ""delivery"", ""scaffolding""]","[""lay bricks"", ""assembly"", ""scaffold"", ""assembly"", ""excavate"", ""utilities"", ""delivery"", ""debris"", ""item elevation"", ""utilities""]"
2981,lak108d.map,5,10,evaluate_suitability_strict,"[""scaffolding"", ""assembly"", ""scaffolding"", ""scaffolding"", ""scaffolding""]","[""assembly"", ""scaffold"", ""excavate"", ""delivery"", ""assembly"", ""excavate"", ""scaffold"", ""utilities"", ""item elevation"", ""delivery""]"
2982,lak108d.map,5,10,evaluate_suitability_strict,"[""excavator"", ""crane"", ""assembly"", ""bricklayer"", ""crane""]","[""item elevation"", ""assembly"", ""item elevation"", ""delivery"", ""debris"", ""assembly"", ""excavate"", ""excavate"", ""scaffold"", ""debris""]"
2983,lak108d.map,5,10,evaluate_suitability_strict,"[""delivery"", ""excavator"", ""excavator"", ""delivery"", ""delivery""]","[""utilities"", ""debris"", ""lay bricks"", ""utilities"", ""assembly"", ""lay bricks"", ""utilities"", ""utilities"", ""utilities"", ""scaffold""]"
2984,lak108d.map,5,10,evaluate_suitability_strict,"[""scaffolding"", ""delivery"", ""assembly"", ""delivery"", ""bricklayer""]","[""assembly"", ""excavate"", ""scaffold"", ""item elevation"", ""utilities"", ""utilities"", ""excavate"", ""utilities"", ""scaffold"", ""excavate""]"
2985,lak108d.map,5,10,evaluate_suitability_strict,"[""excavator"", ""bricklayer"", ""delivery"", ""excavator"", ""delivery""]","[""delivery"", ""delivery"", ""excavate"", ""item elevation"", ""assembly"", ""scaffold"", ""assembly"", ""excavate"", ""item elevation"", ""item elevation""]"
2986,lak108d.map,5,10,evaluate_suitability_new,"[""assembly"", ""delivery"", ""excavator"", ""bricklayer"", ""delivery""]","[""lay bricks"", ""assembly"", ""item elevation"", ""debris"", ""delivery"", ""lay bricks"", ""scaffold"", ""debris"", ""scaffold"", ""assembly""]"
2987,lak108d.map,5,10,evaluate_suitability_new,"[""bricklayer"", ""delivery"", ""crane"", ""bricklayer"", ""assembly""]","[""debris"", ""utilities"", ""utilities"", ""utilities"", ""scaffold"", ""excavate"", ""lay bricks"", ""delivery"", ""excavate"", ""lay bricks""]"
2988,lak108d.map,5,10,evaluate_suitability_new,"[""delivery"", ""delivery"", ""assembly"", ""delivery"", ""excavator""]","[""assembly"", ""debris"", ""debris"", ""debris"", ""excavate"", ""excavate"", ""assembly"", ""assembly"", ""item elevation"", ""item elevation""]"
2989,lak108d.map,5,10,evaluate_suitability_new,"[""bricklayer"", ""crane"", ""delivery"", ""delivery"", ""excavator""]","[""lay bricks"", ""item elevation"", ""scaffold"", ""item elevation"", ""assembly"", ""debris"", ""lay bricks"", ""lay bricks"", ""item elevation"", ""delivery""]"
2990,lak108d.map,5,10,evaluate_suitability_new,"[""delivery"", ""crane"", ""assembly"", ""scaffolding"", ""crane""]","[""delivery"", ""lay bricks"", ""item elevation"", ""excavate"", ""delivery"", ""delivery"", ""lay bricks"", ""item elevation"", ""delivery"", ""excavate""]"
2991,lak108d.map,5,10,evaluate_suitability_loose,"[""scaffolding"", ""excavator"", ""excavator"", ""delivery"", ""scaffolding""]","[""scaffold"", ""lay bricks"", ""utilities"", ""excavate"", ""excavate"", ""item elevation"", ""item elevation"", ""delivery"", ""assembly"", ""delivery""]"
2992,lak108d.map,5,10,evaluate_suitability_loose,"[""delivery"", ""excavator"", ""scaffolding"", ""delivery"", ""excavator""]","[""delivery"", ""excavate"", ""excavate"", ""utilities"", ""excavate"", ""delivery"", ""delivery"", ""lay bricks"", ""debris"", ""lay bricks""]"
2993,lak108d.map,5,10,evaluate_suitability_loose,"[""delivery"", ""bricklayer"", ""scaffolding"", ""crane"", ""assembly""]","[""utilities"", ""excavate"", ""scaffold"", ""utilities"", ""utilities"", ""lay bricks"", ""lay bricks"", ""item elevation"", ""debris"", ""debris""]"
2994,lak108d.map,5,10,evaluate_suitability_loose,"[""crane"", ""assembly"", ""crane"", ""crane"", ""bricklayer""]","[""excavate"", ""debris"", ""delivery"", ""item elevation"", ""utilities"", ""scaffold"", ""lay bricks"", ""assembly"", ""scaffold"", ""lay bricks""]"
2995,lak108d.map,5,10,evaluate_suitability_loose,"[""excavator"", ""scaffolding"", ""scaffolding"", ""delivery"", ""excavator""]","[""utilities"", ""item elevation"", ""assembly"", ""debris"", ""assembly"", ""item elevation"", ""excavate"", ""utilities"", ""lay bricks"", ""item elevation""]"
2996,lak108d.map,5,10,evaluate_suitability_strict,"[""crane"", ""excavator"", ""bricklayer"", ""scaffolding"", ""delivery""]","[""lay bricks"", ""item elevation"", ""scaffold"", ""lay bricks"", ""delivery"", ""assembly"", ""scaffold"", ""delivery"", ""assembly"", ""debris""]"
2997,lak108d.map,5,10,evaluate_suitability_strict,"[""scaffolding"", ""excavator"", ""assembly"", ""bricklayer"", ""excavator""]","[""excavate"", ""item elevation"", ""debris"", ""item elevation"", ""delivery"", ""assembly"", ""assembly"", ""assembly"", ""assembly"", ""lay bricks""]"
2998,lak108d.map,5,10,evaluate_suitability_strict,"[""delivery"", ""assembly"", ""crane"", ""scaffolding"", ""crane""]","[""debris"", ""item elevation"", ""debris"", ""debris"", ""scaffold"", ""lay bricks"", ""assembly"", ""debris"", ""lay bricks"", ""assembly""]"
2999,lak108d.map,5,10,evaluate_suitability_strict,"[""delivery"", ""scaffolding"", ""scaffolding"", ""scaffolding"", ""delivery""]","[""assembly"", ""utilities"", ""delivery"", ""delivery"", ""utilities"", ""delivery"", ""debris"", ""assembly"", ""lay bricks"", ""excavate""]"
3000,lak108d.map,5,10,evaluate_suitability_strict,"[""crane"", ""delivery"", ""delivery"", ""delivery"", ""bricklayer""]","[""item elevation"", ""excavate"", ""utilities"", ""item elevation"", ""lay bricks"", ""assembly"", ""assembly"", ""item elevation"", ""debris"", ""delivery""]"
3001,lak108d.map,5,20,evaluate_suitability_new,"[""bricklayer"", ""excavator"", ""delivery"", ""crane"", ""delivery""]","[""debris"", ""assembly"", ""scaffold"", ""excavate"", ""delivery"", ""scaffold"", ""excavate"", ""debris"", ""lay bricks"", ""utilities"", ""debris"", ""delivery"", ""lay bricks"", ""utilities"", ""utilities"", ""utilities"", ""debris"", ""utilities"", ""item elevation"", ""scaffold""]"
3002,lak108d.map,5,20,evaluate_suitability_new,"[""assembly"", ""delivery"", ""bricklayer"", ""assembly"", ""scaffolding""]","[""utilities"", ""debris"", ""scaffold"", ""item elevation"", ""utilities"", ""item elevation"", ""utilities"", ""delivery"", ""utilities"", ""excavate"", ""lay bricks"", ""delivery"", ""scaffold"", ""scaffold"", ""excavate"", ""delivery"", ""item elevation"", ""lay bricks"", ""assembly"", ""debris""]"
3003,lak108d.map,5,20,evaluate_suitability_new,"[""crane"", ""scaffolding"", ""delivery"", ""delivery"", ""bricklayer""]","[""lay bricks"", ""scaffold"", ""assembly"", ""scaffold"", ""debris"", ""debris"", ""lay bricks"", ""excavate"", ""lay bricks"", ""assembly"", ""excavate"", ""assembly"", ""debris"", ""excavate"", ""assembly"", ""assembly"", ""lay bricks"", ""utilities"", ""item elevation"", ""debris""]"
3004,lak108d.map,5,20,evaluate_suitability_new,"[""crane"", ""crane"", ""excavator"", ""crane"", ""scaffolding""]","[""delivery"", ""lay bricks"", ""assembly"", ""excavate"", ""delivery"", ""scaffold"", ""delivery"", ""scaffold"", ""excavate"", ""delivery"", ""debris"", ""excavate"", ""delivery"", ""utilities"", ""lay bricks"", ""assembly"", ""debris"", ""scaffold"", ""excavate"", ""debris""]"
3005,lak108d.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""crane"", ""crane"", ""crane""]","[""lay bricks"", ""assembly"", ""lay bricks"", ""item elevation"", ""utilities"", ""delivery"", ""excavate"", ""item elevation"", ""excavate"", ""utilities"", ""scaffold"", ""lay bricks"", ""excavate"", ""excavate"", ""delivery"", ""item elevation"", ""scaffold"", ""debris"", ""scaffold"", ""lay bricks""]"
3006,lak108d.map,5,20,evaluate_suitability_loose,"[""crane"", ""bricklayer"", ""scaffolding"", ""crane"", ""bricklayer""]","[""delivery"", ""scaffold"", ""lay bricks"", ""assembly"", ""debris"", ""excavate"", ""delivery"", ""utilities"", ""item elevation"", ""scaffold"", ""debris"", ""excavate"", ""debris"", ""utilities"", ""delivery"", ""scaffold"", ""item elevation"", ""assembly"", ""item elevation"", ""excavate""]"
