Run_ID,Map,Num Robots,Num Tasks,Suitability Method,RobotProfiles,TaskProfiles
961,lak103d.map,5,5,evaluate_suitability_new,"[""crane"", ""scaffolding"", ""bricklayer"", ""assembly"", ""delivery""]","[""item elevation"", ""utilities"", ""debris"", ""lay bricks"", ""item elevation""]"
962,lak103d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""excavator"", ""assembly"", ""excavator"", ""delivery""]","[""assembly"", ""delivery"", ""utilities"", ""lay bricks"", ""utilities""]"
963,lak103d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""scaffolding"", ""crane"", ""bricklayer"", ""bricklayer""]","[""utilities"", ""debris"", ""lay bricks"", ""excavate"", ""debris""]"
964,lak103d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""delivery"", ""delivery"", ""bricklayer"", ""crane""]","[""excavate"", ""excavate"", ""excavate"", ""excavate"", ""item elevation""]"
965,lak103d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""assembly"", ""scaffolding"", ""assembly"", ""scaffolding""]","[""scaffold"", ""item elevation"", ""utilities"", ""debris"", ""utilities""]"
966,lak103d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""excavator"", ""scaffolding"", ""delivery"", ""delivery""]","[""delivery"", ""excavate"", ""excavate"", ""lay bricks"", ""debris""]"
967,lak103d.map,5,5,evaluate_suitability_new,"[""crane"", ""excavator"", ""scaffolding"", ""excavator"", ""excavator""]","[""assembly"", ""item elevation"", ""excavate"", ""excavate"", ""scaffold""]"
968,lak103d.map,5,5,evaluate_suitability_new,"[""excavator"", ""assembly"", ""bricklayer"", ""bricklayer"", ""crane""]","[""assembly"", ""lay bricks"", ""scaffold"", ""utilities"", ""lay bricks""]"
969,lak103d.map,5,5,evaluate_suitability_new,"[""excavator"", ""bricklayer"", ""scaffolding"", ""crane"", ""delivery""]","[""debris"", ""scaffold"", ""assembly"", ""scaffold"", ""excavate""]"
970,lak103d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""crane"", ""delivery"", ""excavator"", ""excavator""]","[""excavate"", ""utilities"", ""debris"", ""delivery"", ""lay bricks""]"
971,lak103d.map,5,5,evaluate_suitability_new,"[""assembly"", ""excavator"", ""delivery"", ""excavator"", ""crane""]","[""lay bricks"", ""item elevation"", ""excavate"", ""excavate"", ""scaffold""]"
972,lak103d.map,5,5,evaluate_suitability_new,"[""excavator"", ""crane"", ""crane"", ""bricklayer"", ""bricklayer""]","[""lay bricks"", ""assembly"", ""scaffold"", ""item elevation"", ""debris""]"
973,lak103d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""scaffolding"", ""assembly"", ""assembly"", ""assembly""]","[""assembly"", ""excavate"", ""excavate"", ""item elevation"", ""item elevation""]"
974,lak103d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""excavator"", ""excavator"", ""delivery"", ""crane""]","[""lay bricks"", ""delivery"", ""utilities"", ""scaffold"", ""utilities""]"
975,lak103d.map,5,5,evaluate_suitability_new,"[""excavator"", ""excavator"", ""delivery"", ""delivery"", ""bricklayer""]","[""excavate"", ""assembly"", ""debris"", ""scaffold"", ""assembly""]"
976,lak103d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""scaffolding"", ""scaffolding"", ""assembly""]","[""excavate"", ""utilities"", ""scaffold"", ""utilities"", ""delivery""]"
977,lak103d.map,5,5,evaluate_suitability_new,"[""assembly"", ""excavator"", ""assembly"", ""crane"", ""delivery""]","[""scaffold"", ""excavate"", ""debris"", ""scaffold"", ""debris""]"
978,lak103d.map,5,5,evaluate_suitability_new,"[""assembly"", ""bricklayer"", ""bricklayer"", ""excavator"", ""excavator""]","[""assembly"", ""item elevation"", ""excavate"", ""excavate"", ""utilities""]"
979,lak103d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""delivery"", ""scaffolding"", ""crane"", ""crane""]","[""excavate"", ""item elevation"", ""item elevation"", ""delivery"", ""lay bricks""]"
980,lak103d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""bricklayer"", ""delivery"", ""assembly"", ""scaffolding""]","[""lay bricks"", ""lay bricks"", ""debris"", ""delivery"", ""excavate""]"
981,lak103d.map,5,5,evaluate_suitability_loose,"[""assembly"", ""delivery"", ""scaffolding"", ""assembly"", ""bricklayer""]","[""utilities"", ""assembly"", ""item elevation"", ""debris"", ""item elevation""]"
982,lak103d.map,5,5,evaluate_suitability_loose,"[""crane"", ""bricklayer"", ""crane"", ""scaffolding"", ""excavator""]","[""debris"", ""assembly"", ""utilities"", ""debris"", ""lay bricks""]"
983,lak103d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""assembly"", ""scaffolding"", ""crane"", ""crane""]","[""lay bricks"", ""scaffold"", ""utilities"", ""scaffold"", ""debris""]"
984,lak103d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""crane"", ""excavator"", ""scaffolding"", ""crane""]","[""scaffold"", ""debris"", ""lay bricks"", ""excavate"", ""lay bricks""]"
985,lak103d.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""excavator"", ""excavator"", ""assembly"", ""assembly""]","[""utilities"", ""assembly"", ""scaffold"", ""assembly"", ""item elevation""]"
986,lak103d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""crane"", ""scaffolding"", ""bricklayer"", ""crane""]","[""delivery"", ""lay bricks"", ""lay bricks"", ""excavate"", ""debris""]"
