Run_ID,Map,Num Robots,Num Tasks,Suitability Method,RobotProfiles,TaskProfiles
1921,den404d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""bricklayer"", ""scaffolding"", ""assembly"", ""excavator""]","[""debris"", ""lay bricks"", ""utilities"", ""debris"", ""item elevation""]"
1922,den404d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""bricklayer"", ""crane"", ""assembly"", ""delivery""]","[""scaffold"", ""item elevation"", ""item elevation"", ""delivery"", ""excavate""]"
1923,den404d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""scaffolding"", ""scaffolding"", ""scaffolding""]","[""debris"", ""debris"", ""scaffold"", ""utilities"", ""item elevation""]"
1924,den404d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""scaffolding"", ""assembly"", ""excavator"", ""assembly""]","[""excavate"", ""excavate"", ""assembly"", ""debris"", ""lay bricks""]"
1925,den404d.map,5,5,evaluate_suitability_new,"[""excavator"", ""bricklayer"", ""assembly"", ""scaffolding"", ""crane""]","[""assembly"", ""item elevation"", ""delivery"", ""lay bricks"", ""utilities""]"
1926,den404d.map,5,5,evaluate_suitability_new,"[""assembly"", ""excavator"", ""scaffolding"", ""crane"", ""scaffolding""]","[""assembly"", ""debris"", ""scaffold"", ""excavate"", ""utilities""]"
1927,den404d.map,5,5,evaluate_suitability_new,"[""delivery"", ""assembly"", ""excavator"", ""bricklayer"", ""excavator""]","[""scaffold"", ""excavate"", ""excavate"", ""delivery"", ""utilities""]"
1928,den404d.map,5,5,evaluate_suitability_new,"[""excavator"", ""crane"", ""scaffolding"", ""delivery"", ""scaffolding""]","[""excavate"", ""scaffold"", ""excavate"", ""scaffold"", ""scaffold""]"
1929,den404d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""delivery"", ""assembly"", ""assembly""]","[""scaffold"", ""debris"", ""item elevation"", ""delivery"", ""delivery""]"
1930,den404d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""bricklayer"", ""assembly"", ""excavator"", ""excavator""]","[""scaffold"", ""item elevation"", ""delivery"", ""delivery"", ""scaffold""]"
1931,den404d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""assembly"", ""crane"", ""crane"", ""crane""]","[""excavate"", ""assembly"", ""lay bricks"", ""lay bricks"", ""debris""]"
1932,den404d.map,5,5,evaluate_suitability_new,"[""assembly"", ""bricklayer"", ""scaffolding"", ""delivery"", ""excavator""]","[""debris"", ""item elevation"", ""scaffold"", ""utilities"", ""item elevation""]"
1933,den404d.map,5,5,evaluate_suitability_new,"[""assembly"", ""crane"", ""excavator"", ""delivery"", ""bricklayer""]","[""delivery"", ""scaffold"", ""item elevation"", ""assembly"", ""excavate""]"
1934,den404d.map,5,5,evaluate_suitability_new,"[""assembly"", ""excavator"", ""bricklayer"", ""scaffolding"", ""assembly""]","[""excavate"", ""utilities"", ""debris"", ""scaffold"", ""item elevation""]"
1935,den404d.map,5,5,evaluate_suitability_new,"[""assembly"", ""crane"", ""excavator"", ""scaffolding"", ""bricklayer""]","[""assembly"", ""assembly"", ""scaffold"", ""assembly"", ""item elevation""]"
1936,den404d.map,5,5,evaluate_suitability_new,"[""crane"", ""delivery"", ""delivery"", ""excavator"", ""scaffolding""]","[""delivery"", ""utilities"", ""item elevation"", ""lay bricks"", ""utilities""]"
1937,den404d.map,5,5,evaluate_suitability_new,"[""excavator"", ""assembly"", ""delivery"", ""crane"", ""scaffolding""]","[""excavate"", ""assembly"", ""assembly"", ""excavate"", ""excavate""]"
1938,den404d.map,5,5,evaluate_suitability_new,"[""delivery"", ""crane"", ""scaffolding"", ""excavator"", ""assembly""]","[""lay bricks"", ""excavate"", ""delivery"", ""scaffold"", ""lay bricks""]"
1939,den404d.map,5,5,evaluate_suitability_new,"[""crane"", ""excavator"", ""assembly"", ""scaffolding"", ""bricklayer""]","[""debris"", ""utilities"", ""lay bricks"", ""delivery"", ""item elevation""]"
1940,den404d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""delivery"", ""assembly"", ""scaffolding""]","[""utilities"", ""debris"", ""lay bricks"", ""utilities"", ""excavate""]"
1941,den404d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""crane"", ""scaffolding"", ""scaffolding"", ""scaffolding""]","[""debris"", ""delivery"", ""assembly"", ""utilities"", ""lay bricks""]"
1942,den404d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""scaffolding"", ""bricklayer"", ""excavator"", ""scaffolding""]","[""utilities"", ""delivery"", ""assembly"", ""item elevation"", ""item elevation""]"
1943,den404d.map,5,5,evaluate_suitability_loose,"[""assembly"", ""assembly"", ""excavator"", ""bricklayer"", ""delivery""]","[""debris"", ""assembly"", ""scaffold"", ""scaffold"", ""item elevation""]"
1944,den404d.map,5,5,evaluate_suitability_loose,"[""crane"", ""scaffolding"", ""excavator"", ""crane"", ""excavator""]","[""lay bricks"", ""delivery"", ""lay bricks"", ""utilities"", ""debris""]"
1945,den404d.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""excavator"", ""assembly"", ""assembly"", ""assembly""]","[""item elevation"", ""excavate"", ""excavate"", ""item elevation"", ""item elevation""]"
1946,den404d.map,5,5,evaluate_suitability_loose,"[""crane"", ""bricklayer"", ""crane"", ""delivery"", ""scaffolding""]","[""scaffold"", ""lay bricks"", ""scaffold"", ""scaffold"", ""item elevation""]"
