Run_ID,Map,Num Robots,Num Tasks,Suitability Method,RobotProfiles,TaskProfiles
8641,den308d.map,5,5,evaluate_suitability_new,"[""assembly"", ""assembly"", ""scaffolding"", ""delivery"", ""delivery""]","[""delivery"", ""delivery"", ""utilities"", ""excavate"", ""excavate""]"
8642,den308d.map,5,5,evaluate_suitability_new,"[""crane"", ""bricklayer"", ""crane"", ""delivery"", ""crane""]","[""delivery"", ""scaffold"", ""debris"", ""scaffold"", ""utilities""]"
8643,den308d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""delivery"", ""assembly"", ""crane"", ""delivery""]","[""scaffold"", ""delivery"", ""delivery"", ""delivery"", ""item elevation""]"
8644,den308d.map,5,5,evaluate_suitability_new,"[""crane"", ""crane"", ""assembly"", ""bricklayer"", ""excavator""]","[""item elevation"", ""lay bricks"", ""utilities"", ""assembly"", ""item elevation""]"
8645,den308d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""scaffolding"", ""crane"", ""crane"", ""assembly""]","[""assembly"", ""item elevation"", ""scaffold"", ""excavate"", ""utilities""]"
8646,den308d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""bricklayer"", ""crane"", ""crane"", ""assembly""]","[""debris"", ""debris"", ""item elevation"", ""utilities"", ""assembly""]"
8647,den308d.map,5,5,evaluate_suitability_new,"[""assembly"", ""crane"", ""assembly"", ""excavator"", ""bricklayer""]","[""item elevation"", ""lay bricks"", ""item elevation"", ""excavate"", ""assembly""]"
8648,den308d.map,5,5,evaluate_suitability_new,"[""crane"", ""scaffolding"", ""delivery"", ""assembly"", ""assembly""]","[""delivery"", ""utilities"", ""scaffold"", ""utilities"", ""lay bricks""]"
8649,den308d.map,5,5,evaluate_suitability_new,"[""assembly"", ""crane"", ""bricklayer"", ""crane"", ""assembly""]","[""utilities"", ""utilities"", ""assembly"", ""item elevation"", ""debris""]"
8650,den308d.map,5,5,evaluate_suitability_new,"[""delivery"", ""assembly"", ""bricklayer"", ""scaffolding"", ""bricklayer""]","[""utilities"", ""utilities"", ""utilities"", ""item elevation"", ""item elevation""]"
8651,den308d.map,5,5,evaluate_suitability_new,"[""crane"", ""bricklayer"", ""bricklayer"", ""excavator"", ""crane""]","[""scaffold"", ""utilities"", ""delivery"", ""debris"", ""scaffold""]"
8652,den308d.map,5,5,evaluate_suitability_new,"[""crane"", ""assembly"", ""scaffolding"", ""excavator"", ""delivery""]","[""lay bricks"", ""scaffold"", ""item elevation"", ""scaffold"", ""excavate""]"
8653,den308d.map,5,5,evaluate_suitability_new,"[""delivery"", ""crane"", ""scaffolding"", ""excavator"", ""excavator""]","[""excavate"", ""assembly"", ""excavate"", ""utilities"", ""debris""]"
8654,den308d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""delivery"", ""delivery"", ""crane"", ""assembly""]","[""excavate"", ""utilities"", ""item elevation"", ""scaffold"", ""delivery""]"
8655,den308d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""crane"", ""delivery"", ""excavator"", ""bricklayer""]","[""utilities"", ""utilities"", ""debris"", ""item elevation"", ""item elevation""]"
8656,den308d.map,5,5,evaluate_suitability_new,"[""bricklayer"", ""assembly"", ""assembly"", ""bricklayer"", ""assembly""]","[""item elevation"", ""debris"", ""debris"", ""excavate"", ""assembly""]"
8657,den308d.map,5,5,evaluate_suitability_new,"[""delivery"", ""bricklayer"", ""scaffolding"", ""delivery"", ""delivery""]","[""assembly"", ""scaffold"", ""assembly"", ""utilities"", ""scaffold""]"
8658,den308d.map,5,5,evaluate_suitability_new,"[""assembly"", ""scaffolding"", ""delivery"", ""bricklayer"", ""excavator""]","[""debris"", ""item elevation"", ""excavate"", ""delivery"", ""excavate""]"
8659,den308d.map,5,5,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""delivery"", ""assembly"", ""scaffolding""]","[""scaffold"", ""utilities"", ""delivery"", ""assembly"", ""assembly""]"
8660,den308d.map,5,5,evaluate_suitability_new,"[""assembly"", ""bricklayer"", ""delivery"", ""bricklayer"", ""excavator""]","[""excavate"", ""scaffold"", ""delivery"", ""item elevation"", ""delivery""]"
8661,den308d.map,5,5,evaluate_suitability_loose,"[""excavator"", ""crane"", ""assembly"", ""scaffolding"", ""excavator""]","[""scaffold"", ""delivery"", ""utilities"", ""debris"", ""debris""]"
8662,den308d.map,5,5,evaluate_suitability_loose,"[""crane"", ""delivery"", ""scaffolding"", ""excavator"", ""delivery""]","[""item elevation"", ""debris"", ""assembly"", ""debris"", ""delivery""]"
8663,den308d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""delivery"", ""scaffolding"", ""crane"", ""bricklayer""]","[""item elevation"", ""debris"", ""lay bricks"", ""lay bricks"", ""excavate""]"
8664,den308d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""delivery"", ""crane"", ""assembly"", ""delivery""]","[""excavate"", ""excavate"", ""lay bricks"", ""assembly"", ""excavate""]"
8665,den308d.map,5,5,evaluate_suitability_loose,"[""assembly"", ""delivery"", ""crane"", ""excavator"", ""bricklayer""]","[""delivery"", ""item elevation"", ""debris"", ""assembly"", ""excavate""]"
8666,den308d.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""assembly"", ""bricklayer"", ""excavator"", ""assembly""]","[""debris"", ""item elevation"", ""item elevation"", ""scaffold"", ""utilities""]"
8667,den308d.map,5,5,evaluate_suitability_loose,"[""assembly"", ""assembly"", ""bricklayer"", ""crane"", ""scaffolding""]","[""debris"", ""assembly"", ""delivery"", ""scaffold"", ""delivery""]"
8668,den308d.map,5,5,evaluate_suitability_loose,"[""excavator"", ""assembly"", ""crane"", ""assembly"", ""scaffolding""]","[""debris"", ""assembly"", ""utilities"", ""lay bricks"", ""item elevation""]"
